input_shapes,input_contiguous,contiguous,output_shape,dtype,Name,meta,module_path,linear_weight_trainable,lora_rank,_input_nodes,users
"[[1], [1], [1], [1]]","[True, True, True, True]",True,"(1,)",,ne_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['size_13', 'getitem_3', 'getitem_4', 'add_9']",[]
"[[4, 40, 512, 512], [4, 1, 512, 512]]","[True, False]",True,"(4, 40, 512, 512)",torch.float32,add_13,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['truediv', 'expand']",[softmax]
"[[4, 40, 512, 512]]",[True],True,"(4, 40, 512, 512)",torch.float32,softmax,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['add_13'],[to_11]
"[[4, 40, 512, 128]]",[False],True,"(1,)",,getattr_15,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['add_10'],[to_11]
"[[4, 40, 512, 512], [1]]","[True, True]",True,"(4, 40, 512, 512)",torch.float32,to_11,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['softmax', 'getattr_15']",[dropout]
"[[4, 40, 512, 512]]",[True],True,"(4, 40, 512, 512)",torch.float32,dropout,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['to_11'],[matmul_1]
"[[4, 40, 512, 512], [4, 40, 512, 128]]","[True, True]",True,"(4, 40, 512, 128)",torch.float32,matmul_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['dropout', 'reshape_1']","[size_14, transpose_4]"
"[[4, 40, 512, 128]]",[True],True,"(1,)",,size_14,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['matmul_1'],[ne_2]
"[[1], [1], [1]]","[True, True, True]",True,"(1,)",,ne_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['size_14', 'getitem_3', 'getitem_4']",[]
"[[4, 40, 512, 128]]",[True],False,"(4, 512, 40, 128)",torch.float32,transpose_4,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['matmul_1'],[contiguous]
"[[4, 512, 40, 128]]",[False],True,"(4, 512, 40, 128)",torch.float32,contiguous,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose_4'],[reshape_2]
"[[4, 512, 40, 128], [1], [1]]","[True, True, True]",True,"(4, 512, 5120)",torch.float32,reshape_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['contiguous', 'getitem_3', 'getitem_4']","[model_layers_0_self_attn_o_proj_base_layer, to_12]"
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,model_layers_0_self_attn_o_proj_base_layer,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.o_proj.base_layer': ('model.layers.0.self_attn.o_proj.base_layer', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.o_proj.base_layer,False,0,['reshape_2'],"[add_14, getattr_17]"
[],[],True,"(10, 5120)",torch.float32,model_layers_0_self_attn_o_proj_lora_a_default_weight,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,[],[getattr_16]
"[[10, 5120]]",[True],True,"(1,)",,getattr_16,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,['model_layers_0_self_attn_o_proj_lora_a_default_weight'],[to_12]
"[[4, 512, 5120], [1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,to_12,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,"['reshape_2', 'getattr_16']",[model_layers_0_self_attn_o_proj_lora_dropout_default]
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,model_layers_0_self_attn_o_proj_lora_dropout_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.o_proj.lora_dropout.default': ('model.layers.0.self_attn.o_proj.lora_dropout.default', <class 'torch.nn.modules.linear.Identity'>)})}",model.layers.0.self_attn.o_proj.lora_dropout.default,True,0,['to_12'],[model_layers_0_self_attn_o_proj_lora_a_default]
"[[4, 512, 5120]]",[True],True,"(4, 512, 10)",torch.float32,model_layers_0_self_attn_o_proj_lora_a_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.o_proj.lora_A.default': ('model.layers.0.self_attn.o_proj.lora_A.default', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.o_proj.lora_A.default,True,0,['model_layers_0_self_attn_o_proj_lora_dropout_default'],[model_layers_0_self_attn_o_proj_lora_b_default]
"[[4, 512, 10]]",[True],True,"(4, 512, 5120)",torch.float32,model_layers_0_self_attn_o_proj_lora_b_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.o_proj.lora_B.default': ('model.layers.0.self_attn.o_proj.lora_B.default', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.o_proj.lora_B.default,True,0,['model_layers_0_self_attn_o_proj_lora_a_default'],[mul_11]
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,mul_11,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,['model_layers_0_self_attn_o_proj_lora_b_default'],[add_14]
"[[4, 512, 5120], [4, 512, 5120]]","[True, True]",True,"(4, 512, 5120)",torch.float32,add_14,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,"['model_layers_0_self_attn_o_proj_base_layer', 'mul_11']",[to_13]
"[[4, 512, 5120]]",[True],True,"(1,)",,getattr_17,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,['model_layers_0_self_attn_o_proj_base_layer'],[to_13]
"[[4, 512, 5120], [1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,to_13,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.o_proj': ('model.layers.0.self_attn.o_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.o_proj,True,0,"['add_14', 'getattr_17']",[add_15]
"[[4, 512, 5120], [4, 512, 5120]]","[True, True]",True,"(4, 512, 5120)",torch.float32,add_15,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>)})}",model.layers.0,True,0,"['model_embed_tokens', 'to_13']","[to_14, getattr_18, add_17]"
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,to_14,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,['add_15'],"[pow_2, mul_12]"
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,pow_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,['to_14'],[mean_1]
"[[4, 512, 5120]]",[True],True,"(4, 512, 1)",torch.float32,mean_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,['pow_2'],[add_16]
"[[4, 512, 1]]",[True],True,"(4, 512, 1)",torch.float32,add_16,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,['mean_1'],[rsqrt_1]
"[[4, 512, 1]]",[True],True,"(4, 512, 1)",torch.float32,rsqrt_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,['add_16'],[mul_12]
"[[4, 512, 5120], [4, 512, 1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,mul_12,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,"['to_14', 'rsqrt_1']",[to_15]
[],[],True,"(5120,)",torch.float32,model_layers_0_post_attention_layernorm_weight,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,[],[mul_13]
"[[4, 512, 5120]]",[True],True,"(1,)",,getattr_18,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,['add_15'],[to_15]
"[[4, 512, 5120], [1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,to_15,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,"['mul_12', 'getattr_18']",[mul_13]
"[[5120], [4, 512, 5120]]","[True, True]",True,"(4, 512, 5120)",torch.float32,mul_13,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.post_attention_layernorm': ('model.layers.0.post_attention_layernorm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.layers.0.post_attention_layernorm,False,0,"['model_layers_0_post_attention_layernorm_weight', 'to_15']","[model_layers_0_mlp_gate_proj, model_layers_0_mlp_up_proj]"
"[[4, 512, 5120]]",[True],True,"(4, 512, 27648)",torch.float32,model_layers_0_mlp_gate_proj,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.mlp': ('model.layers.0.mlp', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2MLP'>), 'model.layers.0.mlp.gate_proj': ('model.layers.0.mlp.gate_proj', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.mlp.gate_proj,False,0,['mul_13'],[model_layers_0_mlp_act_fn]
"[[4, 512, 27648]]",[True],True,"(4, 512, 27648)",torch.float32,model_layers_0_mlp_act_fn,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.mlp': ('model.layers.0.mlp', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2MLP'>), 'model.layers.0.mlp.act_fn': ('model.layers.0.mlp.act_fn', <class 'torch.nn.modules.activation.SiLU'>)})}",model.layers.0.mlp.act_fn,True,0,['model_layers_0_mlp_gate_proj'],[mul_14]
"[[4, 512, 5120]]",[True],True,"(4, 512, 27648)",torch.float32,model_layers_0_mlp_up_proj,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.mlp': ('model.layers.0.mlp', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2MLP'>), 'model.layers.0.mlp.up_proj': ('model.layers.0.mlp.up_proj', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.mlp.up_proj,False,0,['mul_13'],[mul_14]
"[[4, 512, 27648], [4, 512, 27648]]","[True, True]",True,"(4, 512, 27648)",torch.float32,mul_14,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.mlp': ('model.layers.0.mlp', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2MLP'>)})}",model.layers.0.mlp,True,0,"['model_layers_0_mlp_act_fn', 'model_layers_0_mlp_up_proj']",[model_layers_0_mlp_down_proj]
"[[4, 512, 27648]]",[True],True,"(4, 512, 5120)",torch.float32,model_layers_0_mlp_down_proj,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.mlp': ('model.layers.0.mlp', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2MLP'>), 'model.layers.0.mlp.down_proj': ('model.layers.0.mlp.down_proj', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.mlp.down_proj,False,0,['mul_14'],[add_17]
"[[4, 512, 5120], [4, 512, 5120]]","[True, True]",True,"(4, 512, 5120)",torch.float32,add_17,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>)})}",model.layers.0,True,0,"['add_15', 'model_layers_0_mlp_down_proj']","[to_16, getattr_19]"
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,to_16,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,['add_17'],"[pow_3, mul_15]"
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,pow_3,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,['to_16'],[mean_2]
"[[4, 512, 5120]]",[True],True,"(4, 512, 1)",torch.float32,mean_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,['pow_3'],[add_18]
"[[4, 512, 1]]",[True],True,"(4, 512, 1)",torch.float32,add_18,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,['mean_2'],[rsqrt_2]
"[[4, 512, 1]]",[True],True,"(4, 512, 1)",torch.float32,rsqrt_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,['add_18'],[mul_15]
"[[4, 512, 5120], [4, 512, 1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,mul_15,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,"['to_16', 'rsqrt_2']",[to_17]
[],[],True,"(5120,)",torch.float32,model_norm_weight,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,[],[mul_16]
"[[4, 512, 5120]]",[True],True,"(1,)",,getattr_19,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,['add_17'],[to_17]
"[[4, 512, 5120], [1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,to_17,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.norm': ('model.norm', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RMSNorm'>)})}",model.norm,False,0,"['mul_15', 'getattr_19']",[mul_16]
